x,y,z,theta,dist_l,conf_l,dist_r,conf_r
2837.74399442, 3483.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2837.78481137, 3483.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2837.82562833, 3483.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2837.86644528, 3483.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2837.90726224, 3483.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2837.94807919, 3483.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2837.98889615, 3483.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.0297131, 3483.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.07053006, 3483.8550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.11134701, 3483.9550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.15216397, 3484.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.19298092, 3484.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.23379788, 3484.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.27461483, 3484.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.31543179, 3484.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.35624874, 3484.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.39706569, 3484.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.43788265, 3484.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.4786996, 3484.8550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.51951656, 3484.9550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.56033351, 3485.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.60115047, 3485.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.64196742, 3485.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.68278438, 3485.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.72360133, 3485.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.76441829, 3485.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.80523524, 3485.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.8460522, 3485.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.88686915, 3485.8550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.92768611, 3485.9550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2838.96850306, 3486.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.00932001, 3486.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.05013697, 3486.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.09095392, 3486.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.13177088, 3486.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.17258783, 3486.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.21340479, 3486.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.25422174, 3486.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.2950387, 3486.8550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.33585565, 3486.9550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.37667261, 3487.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.41748956, 3487.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.45830652, 3487.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.49912347, 3487.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.53994043, 3487.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.58075738, 3487.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.62157433, 3487.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.66239129, 3487.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.70320824, 3487.8550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.7440252, 3487.9550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.78484215, 3488.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.82565911, 3488.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.86647606, 3488.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.90729302, 3488.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.94810997, 3488.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2839.98892693, 3488.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.02974388, 3488.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.07056084, 3488.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.11137779, 3488.8550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.15219475, 3488.9550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.1930117, 3489.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.23382865, 3489.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.27464561, 3489.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.31546256, 3489.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.35627952, 3489.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.39709647, 3489.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.43791343, 3489.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.47873038, 3489.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.51954734, 3489.8550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.56036429, 3489.9550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.60118125, 3490.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.6419982, 3490.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.68281516, 3490.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.72363211, 3490.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.76444907, 3490.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.80526602, 3490.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.84608297, 3490.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.88689993, 3490.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.92771688, 3490.8550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2840.96853384, 3490.9550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.00935079, 3491.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.05016775, 3491.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.0909847, 3491.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.13180166, 3491.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.17261861, 3491.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.21343557, 3491.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.25425252, 3491.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.29506948, 3491.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.33588643, 3491.8550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.37670339, 3491.9550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.41752034, 3492.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.45833729, 3492.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.49915425, 3492.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.5399712, 3492.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.58078816, 3492.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.62160511, 3492.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.66242207, 3492.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.70323902, 3492.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.74405598, 3492.8550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.78487293, 3492.9550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.82568989, 3493.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.86650684, 3493.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.9073238, 3493.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.94814075, 3493.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2841.98895771, 3493.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.02977466, 3493.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.07059161, 3493.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.11140857, 3493.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.15222552, 3493.8550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.19304248, 3493.9550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.23385943, 3494.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.27467639, 3494.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.31549334, 3494.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.3563103, 3494.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.39712725, 3494.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.43794421, 3494.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.47876116, 3494.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.51957812, 3494.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.56039507, 3494.8550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.60121203, 3494.9550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.64202898, 3495.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.68284593, 3495.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.72366289, 3495.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.76447984, 3495.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.8052968, 3495.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.84611375, 3495.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.88693071, 3495.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.92774766, 3495.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2842.96856462, 3495.8550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2843.00938157, 3495.9550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2843.05019853, 3496.0550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2843.09101548, 3496.1550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2843.13183244, 3496.2550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2843.17264939, 3496.3550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2843.21346635, 3496.4550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2843.2542833, 3496.5550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2843.29510025, 3496.6550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2843.33591721, 3496.7550293, 0.0, 1.18326713668, 2.80006079674, -1, 2.80006079674, -1
2843.359375, 3496.8125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.3990092, 3496.9125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.4386434, 3497.0125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.4782776, 3497.1125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.5179118, 3497.2125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.557546, 3497.3125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.5971802, 3497.4125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.6368144, 3497.5125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.6764486, 3497.6125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.7160828, 3497.7125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.755717, 3497.8125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.79535119, 3497.9125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.83498539, 3498.0125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.87461959, 3498.1125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.91425379, 3498.2125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.95388799, 3498.3125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2843.99352219, 3498.4125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.03315639, 3498.5125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.07279059, 3498.6125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.11242479, 3498.7125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.15205899, 3498.8125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.19169319, 3498.9125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.23132739, 3499.0125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.27096159, 3499.1125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.31059579, 3499.2125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.35022999, 3499.3125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.38986419, 3499.4125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.42949839, 3499.5125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.46913259, 3499.6125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.50876679, 3499.7125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.54840099, 3499.8125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.58803518, 3499.9125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.62766938, 3500.0125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.66730358, 3500.1125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.70693778, 3500.2125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.74657198, 3500.3125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.78620618, 3500.4125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.82584038, 3500.5125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.86547458, 3500.6125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.90510878, 3500.7125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.94474298, 3500.8125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2844.98437718, 3500.9125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.02401138, 3501.0125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.06364558, 3501.1125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.10327978, 3501.2125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.14291398, 3501.3125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.18254818, 3501.4125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.22218238, 3501.5125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.26181658, 3501.6125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.30145078, 3501.7125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.34108498, 3501.8125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.38071918, 3501.9125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.42035337, 3502.0125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.45998757, 3502.1125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.49962177, 3502.2125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.53925597, 3502.3125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.57889017, 3502.4125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.61852437, 3502.5125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.65815857, 3502.6125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.69779277, 3502.7125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.73742697, 3502.8125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.77706117, 3502.9125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.81669537, 3503.0125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.85632957, 3503.1125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.89596377, 3503.2125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.93559797, 3503.3125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2845.97523217, 3503.4125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.01486637, 3503.5125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.05450057, 3503.6125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.09413477, 3503.7125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.13376897, 3503.8125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.17340317, 3503.9125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.21303736, 3504.0125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.25267156, 3504.1125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.29230576, 3504.2125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.33193996, 3504.3125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.37157416, 3504.4125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.41120836, 3504.5125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.45084256, 3504.6125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.49047676, 3504.7125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.53011096, 3504.8125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.56974516, 3504.9125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.60937936, 3505.0125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.64901356, 3505.1125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.68864776, 3505.2125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.72828196, 3505.3125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.76791616, 3505.4125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.80755036, 3505.5125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.84718456, 3505.6125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.88681876, 3505.7125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.92645296, 3505.8125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2846.96608716, 3505.9125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.00572136, 3506.0125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.04535555, 3506.1125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.08498975, 3506.2125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.12462395, 3506.3125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.16425815, 3506.4125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.20389235, 3506.5125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.24352655, 3506.6125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.28316075, 3506.7125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.32279495, 3506.8125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.36242915, 3506.9125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.40206335, 3507.0125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.44169755, 3507.1125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.48133175, 3507.2125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.52096595, 3507.3125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.56060015, 3507.4125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.60023435, 3507.5125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.63986855, 3507.6125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.67950275, 3507.7125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.71913695, 3507.8125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.75877115, 3507.9125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.79840535, 3508.0125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
2847.83803954, 3508.1125, 0.0, 1.1934473744, 2.79998641014, -1, 2.79998641014, -1
